Unnamed: 0,label,text,label_num
3294,ham,tenaska iv 4 01 need change demand fee deal 384258 tenaska iv 4 01 williams invoice much spreadsheet showed expenses decreased please change amount 2 979 909 91 2 862 531 95 attached revised spreadsheet thanks megan,0
1793,ham,txu nom 10 11 00 attached please find txu fuel nominations wednesday oct 11 2000 see attached file hpll 011 xls hpll 011 xls,0
1366,ham,calpine daily gas nomination ricky archer fuel supply 700 louisiana suite 2700 houston texas 77002 713 830 8659 direct 713 830 8722 fax calpine daily gas nomination 1 doc,0
2893,ham,cp l record spot deal notes deal sheet bob wants call tape would great 085 difference results 405 call bob try put bed leave allocated term deal daren j farmer 03 28 2001 01 55 pm rebecca griffin na enron enron gary w lamphier hou ect ect ilene erskine hou azurix azurix cc subject cp l volume 6 289 mmbtu flowed noms cp l record spot deal day gary currently volume allocated term agreement price difference day significant hsc gd mid 5 245 record spot deal allocation stand rebecca griffin enron 03 27 2001 04 08 pm daren j farmer hou ect ect cc subject cp l daren handling cp l trying resolve issue february production cp l shows 5 000 mmbtu february 21 deal able find anything thanks help rebecca forwarded rebecca griffin na enron 03 27 2001 04 04 pm katherine herrera 03 26 2001 09 57 rebecca griffin na enron enron cc subject cp l forwarded katherine herrera corp enron 03 26 2001 09 46 gary w lamphier ect 03 26 2001 09 52 daren j farmer hou ect ect cc katherine herrera corp enron enron subject cp l verified gas flowed billed term deal one place gas flowed invoice term let know put janet h wallis 03 22 2001 04 53 pm gary w lamphier hou ect ect cc katherine herrera corp enron enron subject cp l bob says billed purchase made 5 k 5 16 feb 21 st check get bob katherine herrera jw,0
2552,ham,basin production ga 213 bob mentioned earlier houston exploration also delivering gas us meter following production line ticket created entered sitara based following counterparty meter volumes price period houston exploration 9696 8000 mmbtu 100 gd less 0 16 2 1 2 28 fyi create submit committed reserves firm ticket gas buyer terms deal additionally producer svcs deal tracked im wellhead portfolio attached gathering contract thanks vlt x 3 6353 forwarded vance l taylor hou ect 02 09 2001 02 46 pm enron north america corp robert cotten 01 26 2001 08 47 daren j farmer hou ect ect cc vance l taylor hou ect ect subject basin production ga 213 daren vance deal 586954 created entered sitara date meter volume price 2 1 01 2 28 01 9696 5 000 100 gas daily less 0 16 bob daren j farmer 01 26 2001 08 25 robert cotten hou ect ect cc subject basin production ga 213 forwarded daren j farmer hou ect 01 26 2001 08 24 vance l taylor 01 25 2001 01 58 pm daren j farmer hou ect ect cc john peyton hou ect ect subject basin production ga 213 daren received word basin bring production sometime today tomorrow expect get b 10 000 15 000 facility planning engineer determines take gas flow february priced 100 gas daily less 0 16 vlt daren j farmer 01 25 2001 01 47 pm vance l taylor hou ect ect cc subject basin production ga 213 need producer services group determine think gas flow month price use decision bidweek postion vance l taylor 01 25 2001 11 53 daren j farmer hou ect ect robert cotten hou ect ect cc susan smith hou ect ect melissa graves hou ect ect subject basin production ga 213 fyi would want handle february nomination vlt x 3 6353 forwarded vance l taylor hou ect 01 25 2001 11 55 enron north america corp brad blevins 01 25 2001 10 56 john peyton hou ect ect cc nick cocavessis corp enron enron steve hpl schneider hou ect ect pat flavin gco enron enron vance l taylor hou ect ect buck thomas gco enron enron subject basin production ga 213 reviewed gas composition analysis spl basin production ga 213 spl analysis show dewpoint around 20 degrees f 400 psig john handley opinion gas wellbore stratified time sample taken expect dewpoint flowing gas higher however best sample could obtained time conferred steve schneider willing take gas conditional basis next couple days 6 line pigged production flows stablilized mitchell conditioning equipment lined next couple days hms need take another sample meter run spl run extended analysis dewpoint curve expedited basis sample indicate dewpoint 45 degrees f production shut hydrocarbon dewpoint conditioning equipment installed meantime hms needs keep close watch southern union city gates galveston island monitor liquids fallout,0
610,ham,mom remember one loved much gave best raising missing much lacy understand call check us talk count tonya calls raise want hear voice every know work lot used find time week excuse schedule call us still family love get private free email http www hotmail com,0
3457,ham,coral exxonkaty 6 01 darren ena invoiced coral energy two deals tejas june 2001 see system first deal 6 1 5 400 3 87 second deal 6 13 22 000 4 25 know anything deals think would show exxonkaty find anything path manager exxonkaty tejas megan,0
1019,ham,meter 1429 daren meter 1429 ind sterling gas plant flow beginning 6 12 small volume could please create deal thanks aimee,0
1786,ham,opm survey thanks spreadsheet one thing still need commercial teams group supporting overall addition noticed allocated 15 hours activity eso 02 non routine trade monitoring reporting commercial team 15 hours spent supporting thanks suzanne daren j farmer ect 10 06 2000 05 42 pm james scribner corp enron enron suzanne nicholie corp enron enron shari mao hou ect ect cc subject opm survey problems getting newest version access please see attachement related opm hours survey,0
2939,ham,e mail list class please respond great idea byron everybody created new moderated list http listbot com interested hearing info anyone bammel road young families class please go address subscribe list free anything want share class e mail listbot com ram original message byron w ellis cfp clu chfc mailto byronellis usa net sent friday march 30 2001 8 31 ram tackett subject e mail list class think creating maintaining e mail address automatically send e mail everyone class way anyone wanted blanket class could always without going time byron make save give john wesley byron w ellis cfp clu chfc senior financial advisor american express financial advisors ids life insurance company 1450 lake robbins drive suite 100 woodlands tx 77380 phone 281 367 8658 fax 281 364 9628 e mail byronellis usa net,0
1884,ham,meter 0980438 acock production daren vance light could shed would appreciated mary forwarded mary poorman na enron 10 23 2000 01 31 pm fred boas ect 10 23 2000 01 21 pm mary poorman na enron enron cc nick moshou corp enron enron cynthia hakemack hou ect ect kristen j hanson hou ect ect subject meter 0980438 acock production mary heard anything back vance taylor issue get feeling soon going reach critical mass fred nick moshou enron 10 23 2000 01 05 pm fred boas hou ect ect cc cynthia hakemack hou ect ect kristen j hanson hou ect ect subject meter 0980438 acock production progress issue forwarded nick moshou corp enron 10 23 2000 08 15 nick moshou 10 12 2000 07 57 fred boas hou ect ect cc cynthia hakemack hou ect ect subject meter 0980438 acock production fred could give status eta meter middle big push lower exposure following customer 55 000 including sept production paid manually without volumes unify meter thanks nick x 36454,0
2418,ham,vacation carryover want verify vacation carryover beginning january 22 2001 eligible enron employees able access hours vacation carried previous year going ehronline website 1 navigate ehronline website http ehronline enron com 2 read disclaimer click accept 3 enter user id password click logon 4 select time management menu left 5 select vacation information drop menu see types vacation accrual lump sum vacation click radio button types click display see specific types vacation accrual lump sum vacation click radio button types make selection drop menu click display click exit log system default show types vacation including available vacation accrual vacation lump sum vacation carryover amount displayed next type vacation entitlement column enron policy states employees entitled maximum 40 hours vacation carryover without supervisor approval hours excess 40 hours subject supervisor approval updated supervisor approval received questions regarding vacation please call payroll hotline 713 345 5555,0
3117,ham,may 2001 nomination bob questions based information facilitation location report 1 meter 9643 hgpl hpl stratton tejones operating corporation sitara 266970 purchase meter 9638 freeman prod maxine field trade zone 18 2 presume counting meter 9848 north padre island blk 8 meter 9862 lehman spinnaker onshore gas 3 meter 3536 seahawk mat plt 520 eog resources sitara 725391 purchase properly wellhead book 4 meter 6884 pgtt junction 16 lease comstock oil gas inc kerr mcgee oil gas onshore l p sitara 125899 132975 comstock volume exceed kerr mcgee volume together two volumes approximately 73 000 currently comstock volume 8 600 kerr mcgee volume 25 000 look 38 000 short 5 meter 639 hannah nash coral energy resources l p sitara 659998 purchase properly wellhead book looking 10 old deals think may addition adding new deals flow may done noon george,0
3467,ham,new enrononline functionality following additions modifications stack manager effective saturday september 8 2001 stack manager modifications inactivate stack addition individual activate inactive stack buttons inactivate stack button similar suspend button button inactivate trader stack active products existing top stack limit orders continue post website remain transactable see screen shot inactivate stack button far right please note switched positions suspend inactivate buttons stack manager fill order product set either restricted top stack top stack trader ability automatically fill order top stack order fill limit order top product stack appear pink trader right click anywhere stack window choose fill order volume filled order offered trader order fill complete volume order trader need adjust volume stack floated stack windows stack inactive product price volume fields products tab continue blank depth window floated stack window products trader prices gray italics children products inactive stacks gray italicised floated stack windows see calculated prices auto inactivate stack possible keep product active even trader logged stack manager trader wishes enable functionality upper right corner product properties page trader choose auto inactivate stack manager changes regarding suspension products stack manager inactivate products rather suspend following cases market close product active end trading hours stack automatically become inactive rather suspending order keep product stack active past set trading hours trader choose keep awake next trading hours section product properties page auto suspend inactivates stack product auto suspend function enabled monitor price changes product product stack inactivated suspend level reached feature used checking enable box product properties page auto suspend section logging stack manager log stack manager without inactivating suspending products system inactivate products rather suspending,0
1362,ham,meter 1266 july 2000 activity allocation exception fyi forwarded robert e lloyd hou ect 08 09 2000 03 52 pm lee l papayoti 08 09 2000 03 33 pm robert e lloyd hou ect ect cc subject meter 1266 july 2000 activity allocation exception get price tomorrow meet robert e lloyd 08 09 2000 12 50 pm lee l papayoti hou ect ect cc daren j farmer hou ect ect pat clynes corp enron enron rita wynne hou ect ect howard b camp hou ect ect subject meter 1266 july 2000 activity allocation exception spoke bob dorcheus brandywine issue suggest get together agree price gas flowed plant gas flowed without nomination forwarded robert e lloyd hou ect 08 09 2000 12 47 pm enron north america corp gary hanks 08 09 2000 11 27 robert e lloyd hou ect ect cc earl tisdale hou ect ect pat clynes corp enron enron rita wynne hou ect ect howard b camp hou ect ect subject meter 1266 july 2000 activity allocation exception volumes meter 1266 7 1 00 7 31 00 valid gas flow 7 1 00 volumes carry june activity meter shut little 9 00 7 1 00 7 31 00 volumes caused plant bringing meter 9 00 8 1 00 questions please call 36449 thanks gary h forwarded gary hanks hou ect 08 09 2000 11 18 robert e lloyd 08 09 2000 11 17 gary hanks hou ect ect earl tisdale hou ect ect cc pat clynes corp enron enron rita wynne hou ect ect howard b camp hou ect ect subject meter 1266 july 2000 activity allocation exception please verify volume meter 1266 july lst 31 st valid gas flow brandywine nominate activity meter july 2000,0
1960,ham,another hesco issue help steve mauch hesco wanting answer asap forwarded charlene richmond hou ect 11 01 2000 03 29 pm vance l taylor 11 01 2000 02 45 pm charlene richmond hou ect ect cc julie meyers hou ect ect subject another hesco issue charlene gas purchase part wellhead portfolio traded texas desk would suggest get darren farmer someone desk sorry could assistance vlt x 3 6353 charlene richmond 11 01 2000 08 22 julie meyers hou ect ect vance l taylor hou ect ect cc subject another hesco issue meter 986725 march 2000 per hesco traders gone hesco enron hesco paid correct price march days mentioned hesco cannot find price days recorded per hesco underpaid 32 101 57 hesco wanting come office meeting clearing nice meet production dates volume price looking 03 12 2 029 2 65 03 13 2 009 2 65 03 15 2 022 2 71 03 16 1 976 2 72,0
2675,ham,noms actual flow 03 06 01 agree eileen ponton 03 07 2001 10 55 26 david avila lsp enserch us tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual flow 03 06 01 date nom flow mcf flow mmbtu 3 06 35 000 34 730 35 668 btu 1 027,0
2250,ham,tenaska iv pricing think need remove demand charges set williams apache williams deal 384237 demand charge needs removed sept 2000 demand charge started october 2000 know time happening deal demand fee inadvertently paid williams sept need recoup money apache deal 384247 james thinks need remove demand charge completely says part deal apache billing us also need talk pricing deals williams apache billing us less sitara able keep desk zero jim pond want use pay lesser purchases need address price differences said contract briefs supported prices please fax copy 713 646 8420 compare james heads beginning work november 2000 need demand fee entered hopefully next week email spreadsheet received cash ready pay tenaska iv thanks megan,0
2273,ham,hpl meter 986631 texoma tejas hpl c daren period 1 1 2000 1 4 2000 meter recorded flow following days deals attached days mmbtus 1 1 00 3 737 1 2 00 3 713 1 3 00 3 730 1 4 00 800 11 980 deal 120891 meter 12 99 production month expired 12 31 99 currently volumes booked hpl strangers gas contract logistics needs either 1 deal 120891 extended 2 new deal 3 approval writeoff volumes unaccounted gas please print sign return original clem cernosek deal deal ticket customer seller buyer approval writeoff volumes unaccounted gas loss thanks clem,0
2267,ham,hpl nom december 21 2000 see attached file hplnl 221 xls hplnl 221 xls,0
2527,ham,meter 986315 dec jan production flow volumes without deal deal 502952 good november want extend deal another counterparty added thanks,0
44,ham,23 rd noms forwarded ami chokshi corp enron 12 23 99 10 30 royal b edmondson reliantenergy com 12 22 99 11 32 52 ami chokshi corp enron enron cc subject 23 rd noms could ever mad someone nice real busy see attached file hpldecl 999 xls hpldecl 999 xls,0
3381,ham,delivered enron bid cps rfq 14886 bid clarification quest ions message bswilliams cps satx com dfarmer enron com cc pawiatrek cps satx com ddmcwhirter cps satx com mdwerner cps satx com subject enron bid cps rfq 14886 bid clarification questions sent thu 12 jul 2001 15 47 26 0500 delivered following recipient williams barry thu 12 jul 2001 15 48 02 0500 message id daren j farmer enron com bswilliams cps satx com dfarmer enron com cc pawiatrek cps satx com ddmcwhirter cps satx com mdwerner cps satx com subject enron bid cps rfq 14886 bid clarification questions date thu 12 jul 2001 15 47 26 0500 return receipt daren j farmer enron com mime version 1 0 x mailer internet mail service 5 5 2653 19 x ms embedded report content type text plain,0
1452,ham,attention basketball players enron basketball association hosting full court five five tournament september 16 2000 8 00 untill 12 00 noon lutheran north high school near loop 610 north shepherd able enter entire team enter individual placed team interested participating please contact one following people prior september 7 th jamie lynn ext 3 9515 rick dietz ext 3 5691 steve kleb ext 3 3959 team captain meeting september 8 th discuss tournament rules prizes plan limit tournament eight teams please sign soon join fun entry fee enron basketball association members thanks jamie lynn president enron basketball association,0
2785,ham,rough list compiled list based rtu variance current mo imbalance report please verify add update information based desk activities file location logistics admin info mtdbalo 3 01 xls please let know trouble accessing file questions thank mary,0
1432,ham,feedback monitor error meter 984132 1 99 forwarded gary w lamphier hou ect 08 22 2000 02 51 pm jackie young 08 22 2000 12 45 pm karen lindley corp enron enron cc gary w lamphier hou ect ect subject feedback monitor error meter 984132 1 99 karen realize appears asking day 16 added sitara deal ticket volumes flowed day allocate deal maybe might want phone case jackie 3 9497 enron north america corp karen lindley enron 08 22 2000 12 39 pm jackie young hou ect ect cc subject feedback monitor error meter 984132 1 99 jackie saying pops volume allocated deal number 51862 however sitara deal day 16 call need details x 58381 jackie young ect 08 22 2000 11 08 karen lindley corp enron enron cc gary w lamphier hou ect ect subject feedback monitor error meter 984132 1 99 karen looked pops day 16 january 1999 see total confirmed volume 61 365 actual 62 151 understanding correctly asking allocate volume deal 51862 incorrect several deals associated days volume please write back phone back details thanks jackie 3 9497 enron north america corp karen lindley enron 08 21 2000 10 24 jackie young hou ect ect cc subject feedback monitor error meter 984132 1 99 jackie volume allocating deal number 51862 1 16 99 meter 984132 however deal day please 1 16 added deal error clear thanks need additional info let know karen,0
1198,ham,settelement request equistar buyback ticket ena shipper please contact craig breslau deals equistar robert e lloyd 07 14 2000 09 29 lee l papayoti hou ect ect cc anita luong hou ect ect daren j farmer hou ect ect subject settelement request equistar buyback ticket ena shipper daren wanted make request equistar buyback ticket enron north america ena equistar nominated activity ena june july 2000 production settlement seems think buyback ticket necessary properly account equistar monthly activity,0
243,ham,cilco storage withdrawal daren set deal cilco withdrawal dec 99 going forward know deal never set volume management wants deal set set accounting arrangement evey month please let know appreciate thanks aimee,0
2090,ham,cornhusker 24 th spoke ken reisz operations mgr said plant due friday nov 24 th need start nominating gas day expects full load pulled course thought last catastrophy,0
230,ham,organization announcement enron purchases billions dollars products wholly owned subsidiaries venture companies worldwide historically company conducted purchases highly fragmented decentralized manner allowing operating units discretion source requirements manner optimizes unit performance today however implementation sap profound explosion internet intranet based technologies believe company change direction focus aggregating demand goods strategically sourcing requirements global basis believe significant cash savings extracted company also commercial potential formation highly profitable business business e commerce venture effective february 1 2000 enron form new global strategic sourcing unit new unit consolidate current successful strategic sourcing initiatives underway gas pipeline group global asset operations enron corp initially global strategic sourcing focus aggregating enron  internal joint venture business partner demand products services objective creating future business business e commerce venture gives us great pleasure announce george wasaff managing director lead new global initiative george report directly mike mcconnell chief executive officer global technology george enron fourteen years held many senior executive positions recent managing director enron south america wholesale operations george also interim chief executive officer elektro july 1998 june 1999 chief executive officer transportadora de gas del sur tgs june 1995 february 1998 george also held numerous commercial positions including vice president country manager mexico enron international vice president marketing transwestern pipeline company please join us supporting new global initiative congratulating george new role company,0
372,ham,new pooling points two new pooling points follows 1 aqua dulce pool 987349 2 corpus christi pool 987350,0
580,ham,98 6892 3 15 2000 3 23 2000 ray calles tetco told today put oba mail either tonight first thing monday thanks help jackie 3 9497 daren j farmer 03 31 2000 10 46 jackie young hou ect ect cc subject 98 6892 3 15 2000 3 23 2000 oba point jackie young 03 31 2000 09 15 daren j farmer hou ect ect cc subject 98 6892 3 15 2000 3 23 2000 daren know first month meter flow 3 15 71 dec 3 23 35 dec deal sitara 213005 cover two days see feasible activate two days sitara clear exceptions volume management thanks jackie 3 9497,0
1152,ham,office please note tuesday july 11 th friday july 14 th return monday 17 th absense desk covered follows tom acton 980067 lonestar katy daily confirmations 980072 aquila header daily confirmations 980069 trunkline daily confirmations 986780 oasis katy daily confirmations oneok transport daily scheduling western transport daily scheduling midcon transport daily scheduling carlos rodriguez lonestar pipe line offsystem scheduling pathing midcon pipe line offsystem scheduling pathing dow pipe line offsystem scheduling pathing eddie janzen mary poorman oasis pipe line offsystem nominations scheduling pathing thanks mark x 33396,0
3409,ham,request submitted access request lisbet newton enron com received email listed data approver please click http itcapps corp enron com srrs auth emaillink asp id 000000000049773 page approval review act upon request request id 000000000049773 request create date 7 31 01 7 55 32 requested lisbet newton enron com resource name sitara houston production texas edit logistics resource type applications,0
2187,ham,enron hpl actuals december 7 2000 teco tap 10 000 enron 15 208 hpl iferc 50 625 hpl gas daily ls hpl lsk ic 30 000 enron,0
2913,ham,cokinos tri c april elections melissa darren global contract 96045720 cokinos tri c elected price production month april 2001 follows 4 000 97 hsc production excess 4 000 priced 97 gas daily thank michael,0
3064,ham,shut meter 989842 meter 0989842 tri c resources gov daniel shut approximately 12 00 pm friday april 13 producer shut due high hydrocarbon dew point questions please call 3 6449 thanks gary hanks,0
1583,ham,new meter number tetco enerfin going assigned meter 0439 activity scheduled meter october lst jackie young assigned meter thanks pat,0
70,ham,producer shut list victoria 18 line work fyi forwarded gary hanks hou ect 12 29 99 03 15 pm enron north america corp melissa graves 12 29 99 03 12 pm george weissman hou ect ect cc gary hanks hou ect ect mary jo johnson hou ect ect gary bryan hou ect ect jill zivley hou ect ect subject producer shut list victoria 18 line work george gary called shut situation minutes ago specifically regarding meter 6722 meter tailgate three rivers therefore hpl field employee able contact producer probably idea gas coming goes meter gary suggested deal maker contact producers verbally connie sutton follow written notice per discussion since mary jo gary afternoon forwarding message concerned contracts cody texas lp 012 64365 101 96018049 samson lone star 012 77555 105 96016761 let know information provide thank melissa forwarded melissa graves hou ect 12 29 99 02 50 pm enron north america corp gary hanks 12 29 99 02 49 pm connie sutton hou ect ect lauri allen hou ect ect pat clynes corp enron enron melissa graves hou ect ect mary solmonson hou ect ect james mckay hou ect ect cc earl tisdale hou ect ect gary besancon gco enron enron rodney rogers gco enron enron shawna flynn hou ect ect subject producer shut list victoria 18 line work hpl completing tie ins replace guadalupe river crossing swinney victoria 18 following meters shut approximately 8 00 january 4 2000 brought back line sometime evening january 6 2000 986833 marks 1 common point 989730 swickheimer 984056 cologne 985754 battle fld 985982 coletto creek 986063 mokeen 986140 swickheimer 989620 duty 1 984046 apache 985547 freeman 989664 talber graham 986757 sheridan energy 985972 hughes hughes 986668 pentex 985541 esperanza 984724 new horizons 984959 dynamic 985360 bnp petroleum 984143 hilcorp 984286 spindletop 985430 southern gas 989679 strand energy 989663 edge petroleum 985801 vintage 989629 petro corporation 986722 duke three rivers gas plant 989736 c e berclair 989813 c lucas 986725 southern resources 986015 mider 985192 delhi sarco question please feel free call 36449 thanks gary,0
3275,ham,tenaska agreement darren know situation getting tenaska agreement signed list assigned hpl sale think ever executed know left message week ago information owe,0
2789,ham,imbalance gas case worse comes worse forwarded mary poorman na enron 03 21 2001 11 29 juliann kemp enron enronxgate 03 21 2001 10 39 mary poorman na enron enron cc subject imbalance gas mary two thanks julie contract 012 87794 02 001 delivery meter 981506 owe 21 771 981244 delivery koch refinery owe 16 810,0
2804,ham,fw first delivery rodessa operating co daren talked vance said well nominated bidweek ask julie change price gas daily thanks bob daren j farmer 03 21 2001 01 18 pm robert cotten hou ect ect cc subject fw first delivery rodessa operating co bob guess need make sure well nominated bidweek need change price gd new well behind meter either create new deal ticket piece create pricing tier old ticket enron north america corp robert cotten 03 21 2001 11 42 daren j farmer hou ect ect cc subject fw first delivery rodessa operating co daren please read memo one dated 2 21 01 vance told new production entered ifhsc deal question 634075 want changed gas daily please advise thanks bob forwarded robert cotten hou ect 03 21 2001 11 02 vance l taylor enron enronxgate 03 19 2001 02 24 pm tom acton corp enron enron robert cotten hou ect ect cc julie meyers hou ect ect lisa hesse hou ect ect donald p reinhardt enron enronxgate susan smith enron enronxgate melissa graves enron enronxgate cynthia hakemack hou ect ect subject fw first delivery rodessa operating co tom bob following production line ticket created entered sitara based following counterparty meter volumes price period global hesco gathering co llc 9876 85 mmbtu 100 gd less 0 17 3 13 3 31 96057368 fyi susan create submit committed reserves firm ticket remaining term deal beginning month april additionally producer svcs deal tracked im wellhead portfolio attached gathering contract thanks vlt x 3 6353 original message buckley esther sent monday march 19 2001 12 14 pm carriere molly cernosek clem consemiu donna cook robert camp howard hesse lisa hlavaty nathan wayne e lightfoot hou ect enron mckay james smith mary schneider steve hpl melissa graves hou ect enron walters michael zivley jill johnson mary jo wynne rita allen lauri jones cheryl hansen reid giron darron winfree neal susan smith hou ect enron bryan gary hanks gary donald p reinhardt hou ect enron vance l taylor hou ect enron baumbach david cotten robert riley brian austin jeff hakemack cynthia kenne dawn csikos lisa fosdick j r rodriguez carlos gomes stephanie clynes pat acton tom walker robert weissman george harris joanne sweeney christy tisdale earl farmer daren subject first delivery rodessa operating co see attached letter,0
2567,ham,hpl nom february 15 2001 see attached file hplno 215 xls hplno 215 xls,0
669,ham,meter 1517 daren know busy left voice mail yesterday meter 1517 flow 14 mmbtus mar 1 deal meter mar 14 could either set new deal cover flow extend deal feb february deal number 93804 please let know today allocations close today thanks aimee,0
3611,ham,epgt mike terminated 12 13 inactive inter pipe internal pools effective 12 01 01 several inactive pools eliminate balances also spoke jim tobacco epgt least hour going every line item rejected please get back office go correct pathing procedures met richard reviewed november transactions epgt determine could eliminate external pools unfortunately cannot transport must use external pool however need use internal pools must use imbalance pools currently using therefore terminated internal pools please review changes let know work touch meet el paso,0
2221,ham,tenaska iv 10 00 received money spot sales tenaska iv october 2000 except tenaska iv sale 0 04 fee megan,0
1900,ham,meter 0980438 acock production mary hplc executed gas purchase agreement ccgm lp effective 7 1 2000 hplc secured purchase production briscoe 1 well webb county 12 months producer well hoover oil however month november hopefully useful information vlt x 3 6353 mary poorman enron 10 24 2000 09 03 fred boas hou ect ect cc nick moshou corp enron enron cynthia hakemack hou ect ect kristen j hanson hou ect ect vance l taylor hou ect ect daren j farmer hou ect ect pat clynes corp enron enron robert cotten hou ect ect tom acton corp enron enron subject meter 0980438 acock production fred run issue clem cernosek research expect answer afternoon meantime understanding well behind big cowboy system time deal ticket 380710 purchase ccgm l p hplc hplc deal probably gulf energy bigcowboy producer understand acock production however may mis informed insight shed deal would welcome would like capture accurately definitively early possible prevent future issues thank patience assistance mary,0
